binome_id,mentor_id,workfield,mentee_id,field_of_study,study_level,degree,needs,average_grade,program,engagement_score,desired_exchange_frequency,binome_score,target,binome_statut
106570,51070,"Accounting, management",194024,"Law, Legal Studies",Bac+2,BTS,"[pro, study]",Good,PP,1.2751584103487508,Once every two weeks (or Bi-weekly),2.52709206200056,1,COMPLETED
106571,51850,Computer science,191413,"Commerce, Management, Economics, Management",Bac+3,BTS,[pro],Average,PP,1.4223105971815377,Once a week,5.322196501170866,0,REJECTED
106572,62390,Computer science,196319,"Banking, Insurance and Finance",Bac+3,Master,[study],Average,PNP,0.13677617921171614,Once every two weeks (or Bi-weekly),5.342631726117197,0,REJECTED
106573,52939,nan,199446,"Marketing, Communication",Bac+2,Autre,[pro],Average,PNP,1.2137873479817731,Once a week,7.609880664465118,0,CANCELLED
106574,60095,nan,192715,"Banking, Insurance and Finance",Bac+3,Autre,[pro],Not specified (or Not provided),PNP,0.0,Once every two weeks (or Bi-weekly),2.2520532126162354,0,REJECTED
106575,66301,Engineering,187975,"Commerce, Management, Economics, Management",Bac+4,Licence,[pro],Not specified (or Not provided),PNP,0.4457038871393566,Once every two weeks (or Bi-weekly),3.29890717387722,0,CANCELLED
106576,57194,Engineering,199436,"IT, IS, Data, Web, Tech",Bac+3,Master,"[pro, study]",Not specified (or Not provided),PNP,1.7129823797599146,Once every two weeks (or Bi-weekly),6.5338890975751305,0,REJECTED
106577,55851,Healthcare,192621,"Banking, Insurance and Finance",Bac+3,BTS,[pro],Good,PNP,1.2279506340600146,Once a week,0.9111071311176688,0,CANCELLED
106578,66378,Computer science,190511,Engineering,Bac+3,BTS,"[pro, study]",Very good,PP,0.011600388200931344,Once every two weeks (or Bi-weekly),0.0,0,REJECTED
106579,50678,Teaching,203594,"Commerce, Management, Economics, Management",Bac+3,Autre,[pro],Good,PNP,0.8035879234502165,Once every two weeks (or Bi-weekly),5.794115418166052,0,REJECTED
106580,50988,Engineering,199923,Engineering,Bac+2,BTS,[pro],Not specified (or Not provided),PNP,1.7206862675824683,Once a week,5.254964459598092,1,COMPLETED
106581,51502,Computer science,190558,"Banking, Insurance and Finance",Bac+3,Master,[pro],Very good,PNP,1.3112446435446121,Once a week,1.953177728002898,0,REJECTED
106582,68173,Computer science,180526,"Law, Legal Studies",Bac+1,BTS,[pro],Not specified (or Not provided),PP,1.7661135617736643,Once a week,0.0,0,REJECTED
106583,66198,Other,199191,"IT, IS, Data, Web, Tech",Bac+4,Licence,[pro],Good,PNP,1.1215137258779793,Once a week,2.557757355645431,0,REJECTED
106584,67809,Banking-Finance,205771,"Healthcare, Medicine",Bac+1,Licence,[study],Average,PNP,0.6307472555682739,Once a week,0.42239103267276756,0,REJECTED
106585,65867,Engineering,181753,"Marketing, Communication",Bac+4,Master,[pro],Good,PNP,2.286196111541306,More than once per week,4.845791972376608,0,CANCELLED
106586,64266,"Accounting, management",206248,"Healthcare, Medicine",Bac+4,Master,[pro],Not specified (or Not provided),PP,1.497540698246925,Once a week,1.0372470517425567,0,REJECTED
106587,56654,Marketing,194656,"Banking, Insurance and Finance",Bac+1,BTS,[pro],Not specified (or Not provided),PNP,0.8768941912044552,Once a week,3.899576734851933,1,COMPLETED
106588,52440,Engineering,203266,"IT, IS, Data, Web, Tech",Bac+4,Licence,"[pro, study]",Average,PNP,2.170700237971393,Once every two weeks (or Bi-weekly),1.799321415661802,1,COMPLETED
106589,60234,Healthcare,190220,"IT, IS, Data, Web, Tech",Bac+3,Autre,[pro],Not specified (or Not provided),PNP,3.842241306212606,Once a week,6.862550797371446,1,COMPLETED
106590,57367,Engineering,198038,Engineering,Bac+1,BTS,"[pro, study]",Good,PP,1.261666609215257,Once a week,1.391270105839297,0,CANCELLED
106591,63490,Computer science,192741,"IT, IS, Data, Web, Tech",Bac+5+,Licence,[study],Good,PNP,1.5001801492021143,Once every two weeks (or Bi-weekly),8.752598001789707,0,REJECTED
106592,52594,"Accounting, management",184841,"Law, Legal Studies",Bac+3,Licence,"[pro, study]",Not specified (or Not provided),PP,1.7231617192860273,Once every two weeks (or Bi-weekly),8.559546135402432,1,COMPLETED
106593,68820,Computer science,184041,Other,Bac+3,Licence,[study],Not specified (or Not provided),PP,0.4036543821986145,Once a week,4.172203129019392,0,REJECTED
106594,55517,Other,201408,"IT, IS, Data, Web, Tech",Bac+5+,Master,[pro],Not specified (or Not provided),PNP,2.8565770200995195,Once a week,6.3178994390093015,1,COMPLETED
106595,59219,Computer science,205423,"Commerce, Management, Economics, Management",Bac+1,Master,[pro],Below average,PP,0.5343519052763894,Once a week,0.9440507723570755,0,REJECTED
106596,56310,Healthcare,205443,"Marketing, Communication",Bac+4,Master,[study],Not specified (or Not provided),PNP,2.8031632163866007,Once every two weeks (or Bi-weekly),8.016898256807483,0,REJECTED
106597,53539,Engineering,188965,"Banking, Insurance and Finance",Bac+1,BTS,"[pro, study]",Not specified (or Not provided),PNP,1.9728982529556045,Once every two weeks (or Bi-weekly),4.620888299811698,1,COMPLETED
106598,64744,Teaching,194418,"Accounting, Finance",Bac+3,BTS,[pro],Not specified (or Not provided),PP,3.969005638715805,Once every two weeks (or Bi-weekly),4.816099475889363,1,COMPLETED
106599,69867,Computer science,205118,"Healthcare, Medicine",Bac+1,Autre,[pro],Not specified (or Not provided),PP,1.036851643397718,Once every two weeks (or Bi-weekly),4.406469265272985,0,CANCELLED
106600,68625,Other,184417,"IT, IS, Data, Web, Tech",Bac+4,Master,[pro],Not specified (or Not provided),PNP,1.1819351820851005,Once a week,4.4687460702070005,0,CANCELLED
106601,56378,Computer science,188977,Other,Bac+3,Autre,[pro],Average,PNP,1.2117222595917494,Once every two weeks (or Bi-weekly),3.113638580157489,0,REJECTED
106602,69149,nan,207881,"Healthcare, Medicine",Bac+1,Licence,[pro],Average,PNP,1.640447829219898,Once a week,4.4863995056795,0,REJECTED
106603,59365,"Accounting, management",201019,"IT, IS, Data, Web, Tech",Bac+1,Autre,[pro],Not specified (or Not provided),PNP,3.9482024999595873,Once every two weeks (or Bi-weekly),6.816045721711879,1,COMPLETED
106604,61422,Banking-Finance,194587,"IT, IS, Data, Web, Tech",Bac+4,Licence,"[pro, study]",Average,PP,3.2432113798385855,Once every two weeks (or Bi-weekly),5.816997736115528,1,COMPLETED
106605,54911,Engineering,199267,"Marketing, Communication",Bac+3,Licence,[pro],Excellent,PNP,1.2834808613473763,Once every two weeks (or Bi-weekly),2.3612675880480634,0,CANCELLED
106606,50403,Teaching,202268,Engineering,Bac+4,Licence,"[pro, study]",Excellent,PNP,1.558960675609279,Once every two weeks (or Bi-weekly),3.399557646251222,0,REJECTED
106607,63180,Computer science,180448,"IT, IS, Data, Web, Tech",Bac+3,Licence,[pro],Good,PNP,2.298685153926259,Once a week,0.0,0,REJECTED
106608,69766,Healthcare,199694,"IT, IS, Data, Web, Tech",Bac+3,BTS,[pro],Very good,PNP,0.32348485235250823,Once a week,1.8045502884095355,0,REJECTED
106609,54163,Banking-Finance,184585,"IT, IS, Data, Web, Tech",Bac+5+,BTS,"[pro, study]",Not specified (or Not provided),PNP,0.39201483859012737,Once a week,1.2305602890872225,0,REJECTED
106610,66471,Other,206481,Other,Bac+5+,Licence,[pro],Not specified (or Not provided),PP,1.6984196988508944,Once every two weeks (or Bi-weekly),5.6934658697168015,0,REJECTED
106611,64336,Human Resources,192751,"Banking, Insurance and Finance",Bac+5+,Master,[pro],Excellent,PNP,2.4591159384842145,Once a week,3.2551765598881297,1,COMPLETED
106612,55470,Computer science,188108,"Banking, Insurance and Finance",Bac+4,BTS,[pro],Not specified (or Not provided),PNP,1.3290432124295344,Once every two weeks (or Bi-weekly),1.3624414694547708,0,REJECTED
106613,64953,Banking-Finance,200793,"Marketing, Communication",Bac+1,Licence,"[pro, study]",Very good,PNP,0.21495679672408535,Once every two weeks (or Bi-weekly),0.7418320171903448,0,CANCELLED
106614,56276,Computer science,195534,"Banking, Insurance and Finance",Bac+1,Licence,[pro],Not specified (or Not provided),PNP,1.6528263353630295,Once a week,3.4985445966181814,1,COMPLETED
106615,55739,Engineering,204257,"Banking, Insurance and Finance",Bac+1,BTS,"[pro, study]",Excellent,PNP,1.8098573661614121,Once every two weeks (or Bi-weekly),6.603823370578448,1,COMPLETED
106616,56523,Engineering,191443,Other,Bac+5+,Autre,"[pro, study]",Good,PNP,1.2277274393033175,Once a week,6.798139567976129,1,COMPLETED
106617,64993,Teaching,202435,"IT, IS, Data, Web, Tech",Bac+3,BTS,[pro],Not specified (or Not provided),PP,1.7056300262693043,Once a week,5.358349356149373,1,COMPLETED
106618,62873,Teaching,204960,Other,Bac+1,Licence,[pro],Not specified (or Not provided),PNP,0.1513001005230209,Once a week,1.346403498970968,0,CANCELLED
106619,63419,Computer science,180294,"IT, IS, Data, Web, Tech",Bac+3,Licence,[pro],Not specified (or Not provided),PNP,0.43535250546330345,Once a week,4.903753029588133,0,CANCELLED
106620,64457,"Accounting, management",181238,"Banking, Insurance and Finance",Bac+4,Licence,"[pro, study]",Good,PNP,0.18319647834026748,More than once per week,1.251860751113585,0,CANCELLED
106621,52064,Engineering,195321,"Commerce, Management, Economics, Management",Bac+1,Master,[pro],Not specified (or Not provided),PNP,1.7760667798190934,Once every two weeks (or Bi-weekly),10.454918758963094,1,COMPLETED
106622,55315,Engineering,196074,"Marketing, Communication",Bac+2,Autre,"[pro, study]",Very good,PNP,0.8180788290706009,Once a week,1.0699555256584603,0,REJECTED
106623,60566,Computer science,193049,"Banking, Insurance and Finance",Bac+2,Licence,[pro],Below average,PNP,1.0043518316871094,Once a week,4.314741330981922,0,CANCELLED
106624,50317,Healthcare,204425,"IT, IS, Data, Web, Tech",Bac+5+,Licence,[pro],Below average,PNP,0.8446068905746953,Once every two weeks (or Bi-weekly),4.237831203912906,0,REJECTED
106625,67886,nan,182816,"IT, IS, Data, Web, Tech",Bac+2,Licence,[pro],Good,PNP,3.2853087306074302,Once every two weeks (or Bi-weekly),1.861301355281634,1,COMPLETED
106626,56130,Engineering,181098,"Banking, Insurance and Finance",Bac+4,Master,"[pro, study]",Good,PP,0.0,Once a week,3.325813532848592,0,CANCELLED
106627,57419,Engineering,194679,Engineering,Bac+5+,Master,[pro],Average,PNP,2.182434530215029,Once every two weeks (or Bi-weekly),5.06955533737973,1,COMPLETED
106628,52042,Engineering,181737,"Accounting, Finance",Bac+5+,BTS,"[pro, study]",Excellent,PNP,1.9330822441680988,Once every two weeks (or Bi-weekly),0.0,0,REJECTED
106629,54598,Other,198573,"Law, Legal Studies",Bac+3,Autre,[pro],Average,PNP,1.6386413630269687,Once every two weeks (or Bi-weekly),7.980222744976976,1,COMPLETED
106630,60214,Computer science,182765,"Law, Legal Studies",Bac+2,Licence,"[pro, study]",Very good,PP,0.40278868533673795,Once a week,5.515177655752051,0,REJECTED
106631,50118,Human Resources,197606,"Accounting, Finance",Bac+4,BTS,[study],Not specified (or Not provided),PNP,2.4475205945104106,More than once per week,6.182098007871055,1,COMPLETED
106632,50709,Law,194230,"Accounting, Finance",Bac+2,Autre,[pro],Good,PNP,0.24748032259327424,More than once per week,4.141364759037764,0,REJECTED
106633,65857,Computer science,191434,"Commerce, Management, Economics, Management",Bac+4,Master,[pro],Not specified (or Not provided),PNP,2.7189769427606594,Once a week,3.246291909400577,0,REJECTED
106634,69941,Human Resources,202933,"Marketing, Communication",Bac+4,BTS,[pro],Very good,PNP,1.6845001619740523,Once every two weeks (or Bi-weekly),1.9114695753381614,1,COMPLETED
106635,62601,Computer science,192091,"IT, IS, Data, Web, Tech",Bac+4,Licence,[pro],Not specified (or Not provided),PNP,2.759003628025834,Once every two weeks (or Bi-weekly),3.427734205213935,1,COMPLETED
106636,53250,Teaching,208899,"Commerce, Management, Economics, Management",Bac+1,Autre,[pro],Good,PNP,1.658737478828086,Once every two weeks (or Bi-weekly),3.2365121185306,0,REJECTED
106637,58061,nan,180410,Engineering,Bac+3,BTS,[study],Not specified (or Not provided),PP,0.0037472625647208546,Once a week,0.07270016033168969,0,CANCELLED
106638,58609,nan,207575,"Marketing, Communication",Bac+3,Licence,[pro],Excellent,PNP,1.7548094016936449,More than once per week,5.704162257385838,1,COMPLETED
106639,52603,Other,199329,"Banking, Insurance and Finance",Bac+5+,BTS,[study],Not specified (or Not provided),PNP,1.3057910250259992,More than once per week,3.4987553001114895,0,REJECTED
106640,62046,Healthcare,204486,"Education, Teaching",Bac+3,Licence,[pro],Below average,PNP,0.6049669687591196,Once a week,8.26487209116939,0,REJECTED
106641,67485,"Accounting, management",184786,"IT, IS, Data, Web, Tech",Bac+3,BTS,"[pro, study]",Not specified (or Not provided),PNP,0.0,Once a week,4.043634483407159,0,CANCELLED
106642,57857,Healthcare,189069,"Accounting, Finance",Bac+2,Licence,"[pro, study]",Below average,PNP,2.133590328108391,Once a week,4.431529412014816,1,COMPLETED
106643,61620,nan,197170,"Commerce, Management, Economics, Management",Bac+4,BTS,"[pro, study]",Not specified (or Not provided),PNP,3.0008923818915236,Once a week,5.80296556506258,1,COMPLETED
106644,58177,Engineering,198493,"Healthcare, Medicine",Bac+2,BTS,[pro],Below average,PNP,1.997392286160737,Once every two weeks (or Bi-weekly),0.0,0,REJECTED
106645,68645,Computer science,201830,"Banking, Insurance and Finance",Bac+4,Master,[pro],Not specified (or Not provided),PNP,0.8521489109246358,Once a week,0.0,0,CANCELLED
106646,61826,Human Resources,185835,"Banking, Insurance and Finance",Bac+5+,Licence,[pro],Not specified (or Not provided),PNP,2.8699854201666,Once every two weeks (or Bi-weekly),6.8948829218400105,1,COMPLETED
106647,63890,Teaching,181986,"IT, IS, Data, Web, Tech",Bac+1,BTS,"[pro, study]",Average,PP,0.9710884705079773,Once every two weeks (or Bi-weekly),6.918831720432254,0,REJECTED
106648,66892,Other,188126,"Banking, Insurance and Finance",Bac+3,BTS,[pro],Not specified (or Not provided),PNP,2.318141928715778,Once a week,6.0814098911495815,1,COMPLETED
106649,68763,Marketing,189070,"IT, IS, Data, Web, Tech",Bac+3,BTS,[study],Not specified (or Not provided),PNP,1.7434502350664456,Once every two weeks (or Bi-weekly),5.387884548222998,0,REJECTED
106650,63830,Healthcare,187300,"Commerce, Management, Economics, Management",Bac+3,Licence,[pro],Very good,PP,1.2770899307797938,Once every two weeks (or Bi-weekly),6.75626712105692,1,COMPLETED
106651,59484,nan,206183,"IT, IS, Data, Web, Tech",Bac+3,Master,"[pro, study]",Not specified (or Not provided),PP,0.5785778639452861,More than once per week,6.407336240514031,0,REJECTED
106652,55495,Other,202093,"Commerce, Management, Economics, Management",Bac+3,Licence,[pro],Average,PNP,2.002502662889838,Once a week,2.7758705448818333,1,COMPLETED
106653,61267,"Accounting, management",195548,"IT, IS, Data, Web, Tech",Bac+1,Licence,"[pro, study]",Below average,PNP,3.1360957900179387,Once every two weeks (or Bi-weekly),6.661615446502276,1,COMPLETED
106654,69593,Computer science,182403,"Commerce, Management, Economics, Management",Bac+5+,BTS,[pro],Not specified (or Not provided),PNP,2.7370260558917074,More than once per week,4.440894067331893,1,COMPLETED
106655,57398,nan,188262,"IT, IS, Data, Web, Tech",Bac+3,Licence,[pro],Good,PNP,0.3546578215442315,Once a week,6.492760733870509,0,REJECTED
106656,56743,"Accounting, management",190502,"Banking, Insurance and Finance",Bac+2,Master,[study],Average,PNP,2.2058630240322277,Once a week,0.6611550942095026,0,CANCELLED
106657,55171,Human Resources,200785,"Banking, Insurance and Finance",Bac+2,BTS,[pro],Good,PP,1.2400839227977498,Once a week,2.737263883954323,0,CANCELLED
106658,66005,Other,186701,"Law, Legal Studies",Bac+3,Master,[study],Very good,PP,1.4163262796805038,Once every two weeks (or Bi-weekly),2.5319974134151897,0,CANCELLED
106659,66708,Other,183295,"Accounting, Finance",Bac+4,Master,[pro],Not specified (or Not provided),PP,1.0760116264952688,Once every two weeks (or Bi-weekly),0.0706596526529728,0,REJECTED
106660,63004,Banking-Finance,195687,"IT, IS, Data, Web, Tech",Bac+3,Master,"[pro, study]",Very good,PP,2.8362434747724268,Once a week,6.999153863349988,1,COMPLETED
106661,60962,Computer science,205337,Engineering,Bac+5+,Master,"[pro, study]",Good,PNP,2.7319388990488926,Once a week,6.069576595189792,1,COMPLETED
106662,60775,Engineering,192875,"Commerce, Management, Economics, Management",Bac+3,Autre,[study],Not specified (or Not provided),PNP,2.359867502095506,Once a week,4.67762392430077,1,COMPLETED
106663,53557,Computer science,182121,"Healthcare, Medicine",Bac+5+,BTS,[pro],Good,PNP,2.1179542699452196,Once a week,2.4902845951546193,0,REJECTED
106664,53587,Banking-Finance,183582,"Commerce, Management, Economics, Management",Bac+5+,BTS,[pro],Not specified (or Not provided),PNP,0.6537473785937199,Once every two weeks (or Bi-weekly),7.455652626584477,0,REJECTED
106665,66535,Law,194477,"Banking, Insurance and Finance",Bac+3,Licence,"[pro, study]",Good,PNP,3.6266361829208247,More than once per week,7.735503807262692,1,COMPLETED
106666,50954,Banking-Finance,200581,"Banking, Insurance and Finance",Bac+3,Autre,[pro],Average,PP,0.4469797028162781,Once a week,2.6814731307630786,0,REJECTED
106667,63794,"Accounting, management",189821,"Marketing, Communication",Bac+1,BTS,"[pro, study]",Not specified (or Not provided),PP,0.0,More than once per week,2.9510759734176455,0,REJECTED
106668,50687,Computer science,185700,"IT, IS, Data, Web, Tech",Bac+5+,Master,[pro],Average,PNP,0.5951700042271642,Once a week,4.215806675702947,0,CANCELLED
106669,58501,"Accounting, management",187232,"Marketing, Communication",Bac+4,BTS,"[pro, study]",Good,PP,1.492580054773411,Once every two weeks (or Bi-weekly),2.835660362613499,0,CANCELLED
106670,65138,Law,184288,"Accounting, Finance",Bac+3,BTS,[pro],Not specified (or Not provided),PNP,2.4196145103194215,Once a week,8.25338246051352,1,COMPLETED
106671,59694,Healthcare,181085,Other,Bac+2,BTS,[pro],Not specified (or Not provided),PNP,0.39831796899349337,Once a week,2.341310353999841,0,REJECTED
106672,53127,Computer science,195891,"Accounting, Finance",Bac+4,Master,[pro],Very good,PP,0.47886978366914124,Once every two weeks (or Bi-weekly),4.872024340510091,0,REJECTED
106673,62760,Law,195600,Engineering,Bac+2,Master,[pro],Excellent,PNP,1.6893969892356866,More than once per week,0.0,0,REJECTED
106674,61559,Engineering,207033,"Healthcare, Medicine",Bac+3,Master,"[pro, study]",Average,PP,0.19398716113383618,Once every two weeks (or Bi-weekly),3.8875493995865273,0,REJECTED
106675,64796,nan,208971,"Law, Legal Studies",Bac+2,Licence,[pro],Below average,PP,2.362813195174149,Once every two weeks (or Bi-weekly),9.390656127823618,1,COMPLETED
106676,53395,Computer science,207842,"Banking, Insurance and Finance",Bac+4,Licence,"[pro, study]",Not specified (or Not provided),PNP,2.7575062942622885,Once every two weeks (or Bi-weekly),1.5873266045171899,1,COMPLETED
106677,50845,Marketing,188645,Engineering,Bac+4,Licence,[pro],Not specified (or Not provided),PP,2.199885093329831,More than once per week,7.365959989555069,1,COMPLETED
106678,51164,Computer science,199005,"Accounting, Finance",Bac+2,Licence,"[pro, study]",Not specified (or Not provided),PNP,0.0,Once every two weeks (or Bi-weekly),0.0,0,REJECTED
106679,62954,Human Resources,188810,"Banking, Insurance and Finance",Bac+1,Licence,[study],Not specified (or Not provided),PNP,2.8760534309830206,Once a week,2.6482260558547583,1,COMPLETED
106680,55904,Human Resources,188828,"Law, Legal Studies",Bac+2,Licence,[pro],Good,PNP,1.4655356400009043,Once every two weeks (or Bi-weekly),0.0,0,REJECTED
106681,63731,Engineering,198732,"IT, IS, Data, Web, Tech",Bac+3,BTS,[pro],Not specified (or Not provided),PNP,1.608210939421963,Once a week,5.0612983642585485,0,CANCELLED
106682,50354,nan,184874,"IT, IS, Data, Web, Tech",Bac+2,Licence,"[pro, study]",Good,PP,2.212865568171854,Once a week,1.6730054200248854,0,REJECTED
106683,68256,Computer science,193767,Engineering,Bac+2,BTS,[pro],Excellent,PNP,1.0643335508810186,Once a week,0.0,0,REJECTED
106684,68408,Law,199420,Engineering,Bac+4,Autre,[pro],Below average,PP,1.821334378534581,More than once per week,3.4525505502142506,1,COMPLETED
106685,52817,Banking-Finance,206825,"Commerce, Management, Economics, Management",Bac+1,BTS,[pro],Not specified (or Not provided),PNP,0.34434995611528385,Once a week,0.0,0,REJECTED
106686,53832,Marketing,190913,Engineering,Bac+3,Autre,"[pro, study]",Excellent,PNP,1.9638904156949804,More than once per week,6.607287770663097,0,REJECTED
106687,62467,Marketing,196215,"Healthcare, Medicine",Bac+3,Master,"[pro, study]",Good,PNP,0.8701791105927986,More than once per week,1.3354510217455742,0,CANCELLED
106688,58257,Computer science,198733,"IT, IS, Data, Web, Tech",Bac+1,Master,[pro],Not specified (or Not provided),PP,0.31176261697531615,Once a week,2.0343886542605056,0,REJECTED
106689,63107,Engineering,194332,"Accounting, Finance",Bac+3,Master,[pro],Excellent,PNP,1.4249454396605854,More than once per week,2.7719810011837365,0,CANCELLED
106690,62458,"Accounting, management",202127,"Law, Legal Studies",Bac+3,Master,[pro],Not specified (or Not provided),PNP,1.7093267210975949,Once every two weeks (or Bi-weekly),7.016357245299494,0,CANCELLED
106691,60713,Teaching,184432,"Banking, Insurance and Finance",Bac+3,Licence,"[pro, study]",Average,PNP,1.9687367771234672,More than once per week,0.0,0,CANCELLED
106692,52581,Other,202559,"Accounting, Finance",Bac+1,BTS,[pro],Average,PNP,2.8636551624032904,Once every two weeks (or Bi-weekly),2.6295850729981556,0,REJECTED
106693,59582,Computer science,206570,"IT, IS, Data, Web, Tech",Bac+2,Autre,"[pro, study]",Not specified (or Not provided),PP,2.601853554069951,Once every two weeks (or Bi-weekly),4.775043725287192,1,COMPLETED
106694,68870,Banking-Finance,187265,"Law, Legal Studies",Bac+3,Licence,[study],Not specified (or Not provided),PP,0.0,Once every two weeks (or Bi-weekly),4.811435901367367,0,REJECTED
106695,58418,Marketing,186103,"Healthcare, Medicine",Bac+2,BTS,"[pro, study]",Not specified (or Not provided),PP,0.4841846639902966,Once a week,4.33998447277699,0,REJECTED
106696,68827,"Accounting, management",191012,"Banking, Insurance and Finance",Bac+2,Master,"[pro, study]",Very good,PNP,1.6106086309754042,More than once per week,10.551634758938576,1,COMPLETED
106697,64419,nan,203742,"IT, IS, Data, Web, Tech",Bac+3,BTS,[pro],Average,PNP,0.3431095126627264,Once every two weeks (or Bi-weekly),1.4587598782611424,0,REJECTED
106698,61814,Computer science,195900,Engineering,Bac+3,Licence,[pro],Not specified (or Not provided),PNP,0.2379096241686719,Once a week,3.7185142360716963,0,REJECTED
106699,51036,Banking-Finance,205647,"Accounting, Finance",Bac+4,Master,[pro],Average,PNP,1.4427238518936456,Once a week,2.2615651321736827,0,CANCELLED
106700,60024,Marketing,182031,"Education, Teaching",Bac+3,Licence,[pro],Not specified (or Not provided),PNP,2.2705024978515955,Once every two weeks (or Bi-weekly),0.6879844268723765,0,REJECTED
106701,60932,Engineering,209945,"Commerce, Management, Economics, Management",Bac+2,Licence,[pro],Not specified (or Not provided),PNP,0.0,Once a week,3.156833455427977,0,CANCELLED
106702,57435,Healthcare,197633,"IT, IS, Data, Web, Tech",Bac+4,BTS,"[pro, study]",Good,PP,2.0702401223020606,Once a week,3.9020857935490936,0,CANCELLED
106703,51548,nan,205871,"Commerce, Management, Economics, Management",Bac+3,Licence,[pro],Not specified (or Not provided),PNP,0.4615580728341778,More than once per week,7.147193795385794,0,REJECTED
106704,55065,Banking-Finance,203192,"Banking, Insurance and Finance",Bac+1,Master,[pro],Average,PNP,0.2709255531522414,More than once per week,1.2672571715331233,0,CANCELLED
106705,53407,Marketing,199940,"IT, IS, Data, Web, Tech",Bac+1,Licence,[pro],Not specified (or Not provided),PP,1.5254271553973449,Once a week,1.5328659164017044,0,REJECTED
106706,50639,Engineering,188519,Other,Bac+3,Autre,[pro],Not specified (or Not provided),PP,2.8938969398576955,Once a week,10.745870305725738,1,COMPLETED
106707,50172,Computer science,188988,"IT, IS, Data, Web, Tech",Bac+3,Master,[pro],Good,PNP,1.7086124646524785,More than once per week,2.927274985950767,0,REJECTED
106708,55666,Other,185299,Engineering,Bac+4,BTS,[study],Below average,PNP,2.67126588132796,Once every two weeks (or Bi-weekly),6.177507157158537,1,COMPLETED
106709,54354,Other,207437,"Banking, Insurance and Finance",Bac+4,Master,[pro],Good,PNP,2.1585378111323386,More than once per week,5.602809444589916,1,COMPLETED
106710,60109,Other,192952,"Accounting, Finance",Bac+5+,Autre,"[pro, study]",Excellent,PP,3.0236805248095937,Once every two weeks (or Bi-weekly),1.4363326861113352,1,COMPLETED
106711,52886,Other,207369,"Marketing, Communication",Bac+2,Licence,[pro],Not specified (or Not provided),PNP,1.5721756409549348,Once every two weeks (or Bi-weekly),0.0,0,CANCELLED
106712,52164,Computer science,183094,"Accounting, Finance",Bac+3,BTS,[pro],Not specified (or Not provided),PP,0.6249554751462243,More than once per week,0.7157905193561995,0,REJECTED
106713,53945,Computer science,182977,"Commerce, Management, Economics, Management",Bac+1,BTS,[pro],Excellent,PNP,2.75450734076975,Once every two weeks (or Bi-weekly),0.43465960178246554,0,CANCELLED
106714,60401,Computer science,197346,"IT, IS, Data, Web, Tech",Bac+3,BTS,[pro],Not specified (or Not provided),PP,0.8569882420311475,Once a week,5.755579432578086,0,REJECTED
106715,57746,Law,185725,"Education, Teaching",Bac+2,BTS,"[pro, study]",Not specified (or Not provided),PP,2.914732398469054,Once a week,7.133977379264289,1,COMPLETED
106716,61975,Healthcare,201873,Other,Bac+4,BTS,[pro],Good,PNP,2.373219717018715,Once every two weeks (or Bi-weekly),5.47946757878695,0,CANCELLED
106717,68974,Human Resources,181268,"Commerce, Management, Economics, Management",Bac+4,Master,[pro],Not specified (or Not provided),PNP,1.3047213696287177,More than once per week,7.135029911816036,0,REJECTED
106718,57754,Other,196161,Engineering,Bac+4,BTS,"[pro, study]",Good,PNP,0.5139093612391836,Once a week,4.646501071906643,0,REJECTED
106719,65596,Human Resources,201663,"Banking, Insurance and Finance",Bac+3,Licence,[study],Good,PNP,0.0,More than once per week,6.425879337234628,0,REJECTED
106720,55185,Computer science,196756,Engineering,Bac+3,Master,[pro],Not specified (or Not provided),PNP,0.5181650859330178,More than once per week,5.939584548455052,0,REJECTED
106721,51093,Computer science,200764,Other,Bac+2,Master,[study],Not specified (or Not provided),PNP,2.7032721422506527,Once a week,3.7421469426671976,0,REJECTED
106722,53880,Computer science,207144,"Commerce, Management, Economics, Management",Bac+4,Licence,[study],Not specified (or Not provided),PNP,1.4521950560043266,Once every two weeks (or Bi-weekly),0.6348083436962579,0,REJECTED
106723,60686,Engineering,187617,Engineering,Bac+1,Licence,[pro],Average,PP,1.638646352121522,Once a week,1.3054300985099019,0,REJECTED
106724,60771,Banking-Finance,195032,"Banking, Insurance and Finance",Bac+2,Licence,[study],Not specified (or Not provided),PNP,1.9309345199129533,Once a week,0.0,0,REJECTED
106725,60680,nan,209478,Engineering,Bac+2,Licence,"[pro, study]",Not specified (or Not provided),PNP,0.9352141571531856,Once a week,3.8609490873305274,0,REJECTED
106726,52785,Computer science,192934,"Banking, Insurance and Finance",Bac+5+,Master,[pro],Average,PNP,1.3542819255385252,Once every two weeks (or Bi-weekly),4.093644522154503,0,CANCELLED
106727,64799,Healthcare,191885,Engineering,Bac+5+,Licence,[pro],Not specified (or Not provided),PNP,0.13513527219108062,Once a week,3.3935474364098814,0,CANCELLED
106728,66280,"Accounting, management",189796,"Commerce, Management, Economics, Management",Bac+5+,Master,"[pro, study]",Not specified (or Not provided),PNP,1.18704400993639,Once every two weeks (or Bi-weekly),4.013461215457445,0,REJECTED
106729,56539,Other,186279,"Banking, Insurance and Finance",Bac+5+,Master,[pro],Excellent,PNP,1.1363315444805415,Once every two weeks (or Bi-weekly),4.538293845042288,0,CANCELLED
